AÑO;MES;PROVINCIA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES;ESTANCIA_MEDIA
2022;10;Málaga;África;Nigeria;119,0;928,0;7,8
2022;10;Málaga;África;Senegal;94,0;837,0;8,9
2022;10;Málaga;África;Sudáfrica;108,0;734,0;6,8
2022;10;Málaga;África;Túnez;91,0;491,0;5,4
2022;11;Málaga;América;Argentina;1247,0;13966,0;11,2
2022;11;Málaga;América;Brasil;400,0;4040,0;10,1
2022;11;Málaga;América;Canadá;2585,0;17837,0;6,9
2022;11;Málaga;América;Chile;174,0;1444,0;8,3
2022;11;Málaga;América;Colombia;794,0;7464,0;9,4
2022;11;Málaga;América;Ecuador;65,0;488,0;7,5
2022;11;Málaga;América;Estados Unidos de América;9955,0;64708,0;6,5
2022;11;Málaga;América;Guatemala;33,0;208,0;6,3
2022;11;Málaga;América;Honduras;47,0;320,0;6,8
2022;11;Málaga;América;México;810,0;5103,0;6,3
2022;11;Málaga;América;Nicaragua;33,0;221,0;6,7
2022;11;Málaga;América;Panamá;55,0;655,0;11,9
2022;11;Málaga;América;Paraguay;278,0;1974,0;7,1
2022;11;Málaga;América;Perú;135,0;1269,0;9,4
2022;11;Málaga;América;Uruguay;62,0;657,0;10,6
2022;11;Málaga;América;Venezuela;125,0;1538,0;12,3
2022;11;Málaga;Asia;Arabia Saudí;443,0;2880,0;6,5
2022;11;Málaga;Asia;China;610,0;4331,0;7,1
2022;11;Málaga;Asia;Corea;255,0;1530,0;6,0
2022;11;Málaga;Asia;Emiratos Árabes Unidos;429,0;3303,0;7,7
2022;11;Málaga;Asia;Filipinas;833,0;5248,0;6,3
2022;11;Málaga;Asia;India;535,0;2889,0;5,4
2022;11;Málaga;Asia;Indonesia;342,0;2394,0;7,0
2022;11;Málaga;Asia;Irán;189,0;1512,0;8,0
2022;11;Málaga;Asia;Israel;249,0;2117,0;8,5
2022;11;Málaga;Asia;Japón;131,0;1035,0;7,9
2022;11;Málaga;Asia;Kazajstán;101,0;1071,0;10,6
2022;11;Málaga;Asia;Kuwait;110,0;957,0;8,7
2022;11;Málaga;Asia;Líbano;69,0;552,0;8,0
2022;11;Málaga;Asia;Malasia;62,0;329,0;5,3
2022;11;Málaga;Asia;Pakistán;34,0;316,0;9,3
2022;11;Málaga;Asia;Qatar;147,0;2514,0;17,1
2022;11;Málaga;Asia;Singapur;115,0;909,0;7,9
2022;11;Málaga;Asia;Tailandia;199,0;816,0;4,1
2022;11;Málaga;Asia;Vietnam;33,0;195,0;5,9
2022;11;Málaga;Europa;Albania;68,0;354,0;5,2
2022;11;Málaga;Europa;Alemania;25136,0;253874,0;10,1
2022;11;Málaga;Europa;Andorra;76,0;654,0;8,6
2022;11;Málaga;Europa;Armenia;35,0;326,0;9,3
2022;11;Málaga;Europa;Austria;3643,0;33880,0;9,3
2022;11;Málaga;Europa;Belarús;247,0;2198,0;8,9
2022;11;Málaga;Europa;Bosnia y Herzegovina;69,0;311,0;4,5
2022;11;Málaga;Europa;Bulgaria;593,0;4507,0;7,6
2022;11;Málaga;Europa;Bélgica;17798,0;137045,0;7,7
2022;11;Málaga;Europa;Chipre;51,0;270,0;5,3
2022;11;Málaga;Europa;Croacia;525,0;2888,0;5,5
2022;11;Málaga;Europa;Dinamarca;12161,0;107017,0;8,8
2022;11;Málaga;Europa;Eslovenia;378,0;2079,0;5,5
2022;11;Málaga;Europa;Estonia;1449,0;13621,0;9,4
2022;11;Málaga;Europa;Finlandia;14133,0;163943,0;11,6
2022;11;Málaga;Europa;Francia;23189,0;194788,0;8,4
2022;11;Málaga;Europa;Georgia;78,0;523,0;6,7
2022;11;Málaga;Europa;Grecia;446,0;3390,0;7,6
2022;11;Málaga;Europa;Hungría;1788,0;12337,0;6,9
2022;11;Málaga;Europa;Irlanda;19962,0;145723,0;7,3
2022;11;Málaga;Europa;Islandia;78,0;694,0;8,9
2022;11;Málaga;Europa;Italia;8395,0;52049,0;6,2
2022;11;Málaga;Europa;Letonia;1825,0;18980,0;10,4
2022;11;Málaga;Europa;Liechtenstein;314,0;2952,0;9,4
2022;11;Málaga;Europa;Lituania;1643,0;11172,0;6,8
2022;11;Málaga;Europa;Luxemburgo;1778,0;14224,0;8,0
2022;11;Málaga;Europa;Malta;179,0;1522,0;8,5
2022;11;Málaga;Europa;Moldavia;67,0;469,0;7,0
2022;11;Málaga;Europa;Montenegro;40,0;236,0;5,9
2022;11;Málaga;Europa;Noruega;11624,0;108103,0;9,3
2022;11;Málaga;Europa;Países Bajos;30713,0;248775,0;8,1
2022;11;Málaga;Europa;Polonia;6829,0;51900,0;7,6
2022;11;Málaga;Europa;Portugal;2381,0;15477,0;6,5
2022;11;Málaga;Europa;Reino Unido;71370,0;526406,0;6,85
2022;11;Málaga;Europa;República Checa;2122,0;15915,0;7,5
2022;11;Málaga;Europa;República Eslovaca;555,0;4163,0;7,5
2022;11;Málaga;Europa;Rumanía;1389,0;11112,0;8,0
2022;11;Málaga;Europa;Rusia;1375,0;13063,0;9,5
2022;11;Málaga;Europa;Serbia;84,0;563,0;6,7
2022;11;Málaga;Europa;Suecia;24283,0;211262,0;8,7
2022;11;Málaga;Europa;Suiza;6549,0;47808,0;7,3
2022;11;Málaga;Europa;Turquía;505,0;2424,0;4,8
2022;11;Málaga;Oceanía;Australia;233,0;2027,0;8,7
2022;11;Málaga;Oceanía;Nueva Zelanda;50,0;425,0;8,5
2022;11;Málaga;Total;Total;327067,0;2643377,0;8,1
2022;11;Málaga;Total;Total América;16872,0;122485,0;7,3
2022;11;Málaga;Total;Total América del Norte;13350,0;87648,0;6,6
2022;11;Málaga;Total;Total Asia;5053,0;36149,0;7,2
2022;11;Málaga;Total;Total Centroamérica y Caribe;235,0;1972,0;8,4
2022;11;Málaga;Total;Total Europa;295947,0;2439165,0;8,2
2022;11;Málaga;Total;Total Oceanía;285,0;2475,0;8,7
2022;11;Málaga;Total;Total Sudamérica;3287,0;32865,0;10,0
2022;11;Málaga;Total;Total África;8910,0;43103,0;4,8
2022;11;Málaga;África;Argelia;141,0;1213,0;8,6
2022;11;Málaga;África;Egipto;65,0;338,0;5,2
2022;11;Málaga;África;Ghana;49,0;431,0;8,8
2022;11;Málaga;África;Kenia;44,0;255,0;5,8
2022;11;Málaga;África;Marruecos;8161,0;37541,0;4,6
2022;11;Málaga;África;Nigeria;128,0;960,0;7,5
2022;11;Málaga;África;Senegal;84,0;790,0;9,4
2022;11;Málaga;África;Sudáfrica;61,0;415,0;6,8
2022;11;Málaga;África;Túnez;62,0;397,0;6,4
2022;12;Málaga;América;Argentina;1256,0;12309,0;9,8
2022;12;Málaga;América;Brasil;505,0;4495,0;8,9
2022;12;Málaga;América;Canadá;1807,0;14095,0;7,8
2022;12;Málaga;América;Chile;121,0;895,0;7,4
2022;12;Málaga;América;Colombia;859,0;8848,0;10,3
2022;12;Málaga;América;Ecuador;47,0;315,0;6,7
2022;12;Málaga;América;Estados Unidos de América;6464,0;53651,0;8,3
2022;12;Málaga;América;Honduras;38,0;255,0;6,7
2022;12;Málaga;América;México;1058,0;8147,0;7,7
2022;12;Málaga;América;Panamá;45,0;554,0;12,3
2022;12;Málaga;América;Paraguay;334,0;2438,0;7,3
2022;12;Málaga;América;Perú;123,0;1365,0;11,1
2022;12;Málaga;América;Uruguay;33,0;307,0;9,3
2022;12;Málaga;América;Venezuela;114,0;1345,0;11,8
2022;12;Málaga;Asia;Arabia Saudí;501,0;3407,0;6,8
2022;12;Málaga;Asia;Bahréin;30,0;195,0;6,5
2022;12;Málaga;Asia;China;810,0;6480,0;8,0
2022;12;Málaga;Asia;Corea;406,0;2436,0;6,0
2022;12;Málaga;Asia;Emiratos Árabes Unidos;598,0;3827,0;6,4
2022;12;Málaga;Asia;Filipinas;490,0;2401,0;4,9
2022;12;Málaga;Asia;India;453,0;2763,0;6,1
2022;12;Málaga;Asia;Indonesia;106,0;784,0;7,4
2022;12;Málaga;Asia;Irán;195,0;2028,0;10,4
2022;12;Málaga;Asia;Israel;261,0;2062,0;7,9
2022;12;Málaga;Asia;Japón;186,0;1693,0;9,1
2022;12;Málaga;Asia;Kazajstán;113,0;1175,0;10,4
2022;12;Málaga;Asia;Kuwait;84,0;655,0;7,8
2022;12;Málaga;Asia;Líbano;53,0;424,0;8,0
2022;12;Málaga;Asia;Malasia;83,0;589,0;7,1
2022;12;Málaga;Asia;Omán;31,0;183,0;5,9
2022;12;Málaga;Asia;Pakistán;42,0;197,0;4,7
2022;12;Málaga;Asia;Qatar;137,0;1069,0;7,8
2022;12;Málaga;Asia;Singapur;113,0;1096,0;9,7
2022;12;Málaga;Asia;Tailandia;289,0;954,0;3,3
2022;12;Málaga;Asia;Vietnam;49,0;333,0;6,8
2022;12;Málaga;Europa;Albania;59,0;407,0;6,9
2022;12;Málaga;Europa;Alemania;14476,0;170817,0;11,8
2022;12;Málaga;Europa;Andorra;45,0;482,0;10,7
2022;12;Málaga;Europa;Armenia;48,0;384,0;8,0
2022;12;Málaga;Europa;Austria;3148,0;31795,0;10,1
2022;12;Málaga;Europa;Belarús;216,0;1901,0;8,8
2022;12;Málaga;Europa;Bulgaria;398,0;3741,0;9,4
2022;12;Málaga;Europa;Bélgica;9409,0;79036,0;8,4
2022;12;Málaga;Europa;Chipre;58,0;493,0;8,5
2022;12;Málaga;Europa;Croacia;329,0;2073,0;6,3
2022;12;Málaga;Europa;Dinamarca;8601,0;74829,0;8,7
2022;12;Málaga;Europa;Eslovenia;164,0;1099,0;6,7
2022;12;Málaga;Europa;Estonia;1166,0;14692,0;12,6
2022;12;Málaga;Europa;Finlandia;10539,0;138061,0;13,1
2022;12;Málaga;Europa;Francia;17242,0;163799,0;9,5
2022;12;Málaga;Europa;Georgia;86,0;671,0;7,8
2022;12;Málaga;Europa;Grecia;314,0;2324,0;7,4
2022;12;Málaga;Europa;Hungría;915,0;7229,0;7,9
2022;12;Málaga;Europa;Irlanda;12613,0;103427,0;8,2
2022;12;Málaga;Europa;Islandia;68,0;816,0;12,0
2022;12;Málaga;Europa;Italia;6148,0;45495,0;7,4
2022;12;Málaga;Europa;Letonia;1562,0;18432,0;11,8
2022;12;Málaga;Europa;Liechtenstein;372,0;3683,0;9,9
2022;12;Málaga;Europa;Lituania;1050,0;8505,0;8,1
2022;12;Málaga;Europa;Luxemburgo;1248,0;12979,0;10,4
2022;12;Málaga;Europa;Malta;178,0;1477,0;8,3
2022;12;Málaga;Europa;Moldavia;63,0;680,0;10,8
2022;12;Málaga;Europa;Montenegro;32,0;349,0;10,9
2022;12;Málaga;Europa;Noruega;7700,0;76230,0;9,9
2022;12;Málaga;Europa;Países Bajos;18981,0;168931,0;8,9
2022;12;Málaga;Europa;Polonia;5687,0;46633,0;8,2
2022;12;Málaga;Europa;Portugal;2779,0;18897,0;6,8
2022;12;Málaga;Europa;Reino Unido;61615,0;451501,0;6,25
2022;12;Málaga;Europa;República Checa;1211,0;10657,0;8,8
2022;12;Málaga;Europa;República Eslovaca;371,0;3005,0;8,1
2022;12;Málaga;Europa;Rumanía;1354,0;11238,0;8,3
2022;12;Málaga;Europa;Rusia;1181,0;11338,0;9,6
2022;12;Málaga;Europa;Serbia;81,0;429,0;5,3
2022;12;Málaga;Europa;Suecia;15006,0;147059,0;9,8
2022;12;Málaga;Europa;Suiza;4599,0;38172,0;8,3
2022;12;Málaga;Europa;Turquía;398,0;2109,0;5,3
2022;12;Málaga;Oceanía;Australia;176,0;1320,0;7,5
2022;12;Málaga;Oceanía;Nueva Zelanda;36,0;245,0;6,8
2022;12;Málaga;Total;Total;238270,0;2069583,0;8,7
2022;12;Málaga;Total;Total América;12949,0;110050,0;8,5
2022;12;Málaga;Total;Total América del Norte;9329,0;75893,0;8,1
2022;12;Málaga;Total;Total Asia;5174,0;35718,0;6,9
2022;12;Málaga;Total;Total Centroamérica y Caribe;210,0;1721,0;8,2
2022;12;Málaga;Total;Total Europa;211531,0;1875974,0;8,9
2022;12;Málaga;Total;Total Oceanía;214,0;1611,0;7,5
2022;12;Málaga;Total;Total Sudamérica;3410,0;32436,0;9,5
2022;12;Málaga;Total;Total África;8402,0;46230,0;5,5
2022;12;Málaga;África;Argelia;129,0;710,0;5,5
2022;12;Málaga;África;Egipto;114,0;661,0;5,8
2022;12;Málaga;África;Ghana;65,0;468,0;7,2
2022;12;Málaga;África;Kenia;33,0;208,0;6,3
2022;12;Málaga;África;Marruecos;7666,0;41396,0;5,4
2022;12;Málaga;África;Nigeria;104,0;645,0;6,2
2022;12;Málaga;África;Senegal;75,0;525,0;7,0
2022;12;Málaga;África;Sudáfrica;48,0;350,0;7,3
2022;12;Málaga;África;Túnez;56,0;476,0;8,5
2023;1;Málaga;América;Argentina;1582,0;17877,0;11,3
2023;1;Málaga;América;Brasil;553,0;5088,0;9,2
2023;1;Málaga;América;Canadá;3932,0;27524,0;7,0
2023;1;Málaga;América;Chile;194,0;1571,0;8,1
2023;1;Málaga;América;Colombia;904,0;10848,0;12,0
2023;1;Málaga;América;Ecuador;77,0;1001,0;13,0
2023;1;Málaga;América;Estados Unidos de América;6106,0;51290,0;8,4
2023;1;Málaga;América;México;747,0;5827,0;7,8
2023;1;Málaga;América;Panamá;75,0;938,0;12,5
2023;1;Málaga;América;Paraguay;340,0;2924,0;8,6
2023;1;Málaga;América;Perú;115,0;1461,0;12,7
2023;1;Málaga;América;Uruguay;77,0;909,0;11,8
2023;1;Málaga;América;Venezuela;174,0;2697,0;15,5
2023;1;Málaga;Asia;Arabia Saudí;309,0;2843,0;9,2
2023;1;Málaga;Asia;Bahréin;41,0;451,0;11,0
2023;1;Málaga;Asia;China;920,0;7084,0;7,7
2023;1;Málaga;Asia;Corea;519,0;3114,0;6,0
2023;1;Málaga;Asia;Emiratos Árabes Unidos;532,0;4150,0;7,8
2023;1;Málaga;Asia;Filipinas;358,0;2220,0;6,2
2023;1;Málaga;Asia;India;424,0;2671,0;6,3
2023;1;Málaga;Asia;Indonesia;109,0;785,0;7,2
2023;1;Málaga;Asia;Irán;215,0;1957,0;9,1
2023;1;Málaga;Asia;Israel;216,0;1469,0;6,8
2023;1;Málaga;Asia;Japón;142,0;1122,0;7,9
2023;1;Málaga;Asia;Kazajstán;131,0;1402,0;10,7
2023;1;Málaga;Asia;Kuwait;169,0;1589,0;9,4
2023;1;Málaga;Asia;Líbano;53,0;387,0;7,3
2023;1;Málaga;Asia;Malasia;77,0;539,0;7,0
2023;1;Málaga;Asia;Omán;51,0;622,0;12,2
2023;1;Málaga;Asia;Otros países de Asia;31,0;146,0;4,7
2023;1;Málaga;Asia;Pakistán;31,0;251,0;8,1
2023;1;Málaga;Asia;Qatar;138,0;1049,0;7,6
2023;1;Málaga;Asia;Singapur;117,0;1170,0;10,0
2023;1;Málaga;Asia;Tailandia;211,0;844,0;4,0
2023;1;Málaga;Asia;Uzbekistán;31,0;251,0;8,1
2023;1;Málaga;Asia;Vietnam;46,0;368,0;8,0
2023;1;Málaga;Europa;Albania;55,0;402,0;7,3
2023;1;Málaga;Europa;Alemania;20736,0;223949,0;10,8
2023;1;Málaga;Europa;Andorra;63,0;504,0;8,0
2023;1;Málaga;Europa;Armenia;53,0;371,0;7,0
2023;1;Málaga;Europa;Austria;4121,0;36677,0;8,9
2023;1;Málaga;Europa;Belarús;243,0;2090,0;8,6
2023;1;Málaga;Europa;Bosnia y Herzegovina;47,0;221,0;4,7
2023;1;Málaga;Europa;Bulgaria;770,0;6391,0;8,3
2023;1;Málaga;Europa;Bélgica;16401,0;134488,0;8,2
2023;1;Málaga;Europa;Chipre;55,0;539,0;9,8
2023;1;Málaga;Europa;Croacia;522,0;2975,0;5,7
2023;1;Málaga;Europa;Dinamarca;9992,0;82934,0;8,3
2023;1;Málaga;Europa;Eslovenia;127,0;762,0;6,0
2023;1;Málaga;Europa;Estonia;1351,0;13375,0;9,9
2023;1;Málaga;Europa;Finlandia;9974,0;107719,0;10,8
2023;1;Málaga;Europa;Francia;19594,0;178305,0;9,1
2023;1;Málaga;Europa;Georgia;83,0;822,0;9,9
2023;1;Málaga;Europa;Grecia;289,0;2023,0;7,0
2023;1;Málaga;Europa;Hungría;1961,0;14119,0;7,2
2023;1;Málaga;Europa;Irlanda;16099,0;122352,0;7,6
2023;1;Málaga;Europa;Islandia;80,0;808,0;10,1
2023;1;Málaga;Europa;Italia;8276,0;57104,0;6,9
2023;1;Málaga;Europa;Letonia;1711,0;18479,0;10,8
2023;1;Málaga;Europa;Liechtenstein;439,0;4083,0;9,3
2023;1;Málaga;Europa;Lituania;1114,0;8689,0;7,8
2023;1;Málaga;Europa;Luxemburgo;1584,0;15840,0;10,0
2023;1;Málaga;Europa;Macedonia del Norte;47,0;273,0;5,8
2023;1;Málaga;Europa;Malta;244,0;1903,0;7,8
2023;1;Málaga;Europa;Moldavia;63,0;617,0;9,8
2023;1;Málaga;Europa;Montenegro;41,0;258,0;6,3
2023;1;Málaga;Europa;Noruega;6123,0;50209,0;8,2
2023;1;Málaga;Europa;Países Bajos;38325,0;321930,0;8,4
2023;1;Málaga;Europa;Polonia;8427,0;56461,0;6,7
2023;1;Málaga;Europa;Portugal;2356,0;16963,0;7,2
2023;1;Málaga;Europa;Reino Unido;59438,0;484406,0;7,2
2023;1;Málaga;Europa;República Checa;1631,0;13211,0;8,1
2023;1;Málaga;Europa;República Eslovaca;544,0;3862,0;7,1
2023;1;Málaga;Europa;Rumanía;1565,0;13459,0;8,6
2023;1;Málaga;Europa;Rusia;1441,0;14554,0;10,1
2023;1;Málaga;Europa;Serbia;215,0;1226,0;5,7
2023;1;Málaga;Europa;Suecia;22039,0;200555,0;9,1
2023;1;Málaga;Europa;Suiza;5709,0;49097,0;8,6
2023;1;Málaga;Europa;Turquía;355,0;1811,0;5,1
2023;1;Málaga;Oceanía;Australia;213,0;1640,0;7,7
2023;1;Málaga;Oceanía;Nueva Zelanda;43,0;396,0;9,2
2023;1;Málaga;Total;Total;298136,0;2503154,0;8,4
2023;1;Málaga;Total;Total América;15056,0;131496,0;8,7
2023;1;Málaga;Total;Total América del Norte;10785,0;84641,0;7,8
2023;1;Málaga;Total;Total Asia;4979,0;37157,0;7,5
2023;1;Málaga;Total;Total Centroamérica y Caribe;232,0;2272,0;9,8
2023;1;Málaga;Total;Total Europa;264307,0;2266854,0;8,6
2023;1;Málaga;Total;Total Oceanía;258,0;2065,0;8,0
2023;1;Málaga;Total;Total Sudamérica;4039,0;44583,0;11,0
2023;1;Málaga;Total;Total África;13536,0;65582,0;4,8
2023;1;Málaga;África;Argelia;172,0;1359,0;7,9
2023;1;Málaga;África;Egipto;91,0;482,0;5,3
2023;1;Málaga;África;Ghana;62,0;539,0;8,7
2023;1;Málaga;África;Marruecos;12791,0;60118,0;4,7
2023;1;Málaga;África;Nigeria;100,0;710,0;7,1
2023;1;Málaga;África;Senegal;76,0;608,0;8,0
2023;1;Málaga;África;Sudáfrica;72,0;626,0;8,7
2023;1;Málaga;África;Túnez;58,0;383,0;6,6
2023;2;Málaga;América;Argentina;1399,0;13710,0;9,8
2023;2;Málaga;América;Brasil;528,0;3854,0;7,3
2023;2;Málaga;América;Canadá;4491,0;33683,0;7,5
2023;2;Málaga;América;Chile;187,0;1533,0;8,2
2023;2;Málaga;América;Colombia;685,0;6713,0;9,8
2023;2;Málaga;América;Ecuador;36,0;328,0;9,1
2023;2;Málaga;América;Estados Unidos de América;4493,0;34147,0;7,6
2023;2;Málaga;América;Honduras;36,0;353,0;9,8
2023;2;Málaga;América;México;560,0;3472,0;6,2
2023;2;Málaga;América;Nicaragua;32,0;166,0;5,2
2023;2;Málaga;América;Panamá;49,0;461,0;9,4
2023;2;Málaga;América;Paraguay;283,0;2094,0;7,4
2023;2;Málaga;América;Perú;109,0;1373,0;12,6
2023;2;Málaga;América;Uruguay;33,0;284,0;8,6
2023;2;Málaga;América;Venezuela;97,0;1038,0;10,7
2023;2;Málaga;Asia;Arabia Saudí;208,0;1726,0;8,3
2023;2;Málaga;Asia;China;712,0;4913,0;6,9
2023;2;Málaga;Asia;Corea;660,0;3498,0;5,3
2023;2;Málaga;Asia;Emiratos Árabes Unidos;384,0;2534,0;6,6
2023;2;Málaga;Asia;Filipinas;423,0;2411,0;5,7
2023;2;Málaga;Asia;India;406,0;2192,0;5,4
2023;2;Málaga;Asia;Indonesia;95,0;741,0;7,8
2023;2;Málaga;Asia;Irán;162,0;1620,0;10,0
2023;2;Málaga;Asia;Israel;198,0;1544,0;7,8
2023;2;Málaga;Asia;Japón;174,0;1288,0;7,4
2023;2;Málaga;Asia;Kazajstán;79,0;695,0;8,8
2023;2;Málaga;Asia;Kuwait;115,0;943,0;8,2
2023;2;Málaga;Asia;Líbano;33,0;290,0;8,8
2023;2;Málaga;Asia;Malasia;35,0;245,0;7,0
2023;2;Málaga;Asia;Qatar;103,0;700,0;6,8
2023;2;Málaga;Asia;Singapur;80,0;536,0;6,7
2023;2;Málaga;Asia;Tailandia;223,0;781,0;3,5
2023;2;Málaga;Asia;Vietnam;57,0;365,0;6,4
2023;2;Málaga;Europa;Albania;49,0;270,0;5,5
2023;2;Málaga;Europa;Alemania;17388,0;180835,0;10,4
2023;2;Málaga;Europa;Andorra;43,0;357,0;8,3
2023;2;Málaga;Europa;Armenia;38,0;289,0;7,6
2023;2;Málaga;Europa;Austria;3610,0;32129,0;8,9
2023;2;Málaga;Europa;Belarús;175,0;1505,0;8,6
2023;2;Málaga;Europa;Bulgaria;686,0;5008,0;7,3
2023;2;Málaga;Europa;Bélgica;12497,0;93728,0;7,5
2023;2;Málaga;Europa;Chipre;56,0;409,0;7,3
2023;2;Málaga;Europa;Croacia;380,0;1938,0;5,1
2023;2;Málaga;Europa;Dinamarca;13710,0;115164,0;8,4
2023;2;Málaga;Europa;Eslovenia;317,0;1839,0;5,8
2023;2;Málaga;Europa;Estonia;1135,0;11123,0;9,8
2023;2;Málaga;Europa;Finlandia;9239,0;96086,0;10,4
2023;2;Málaga;Europa;Francia;17578,0;161718,0;9,2
2023;2;Málaga;Europa;Georgia;78,0;546,0;7,0
2023;2;Málaga;Europa;Grecia;225,0;1485,0;6,6
2023;2;Málaga;Europa;Hungría;1476,0;10332,0;7,0
2023;2;Málaga;Europa;Irlanda;16857,0;121370,0;7,2
2023;2;Málaga;Europa;Islandia;73,0;774,0;10,6
2023;2;Málaga;Europa;Italia;5679,0;36914,0;6,5
2023;2;Málaga;Europa;Letonia;1423,0;15084,0;10,6
2023;2;Málaga;Europa;Liechtenstein;415,0;3943,0;9,5
2023;2;Málaga;Europa;Lituania;1226,0;8827,0;7,2
2023;2;Málaga;Europa;Luxemburgo;1302,0;12499,0;9,6
2023;2;Málaga;Europa;Malta;142,0;1335,0;9,4
2023;2;Málaga;Europa;Moldavia;60,0;330,0;5,5
2023;2;Málaga;Europa;Noruega;7045,0;66223,0;9,4
2023;2;Málaga;Europa;Países Bajos;20846,0;179276,0;8,6
2023;2;Málaga;Europa;Polonia;8470,0;55902,0;6,6
2023;2;Málaga;Europa;Portugal;2589,0;16052,0;6,2
2023;2;Málaga;Europa;Reino Unido;76175,0;560020,0;6,25
2023;2;Málaga;Europa;República Checa;1699,0;12403,0;7,3
2023;2;Málaga;Europa;República Eslovaca;341,0;2489,0;7,3
2023;2;Málaga;Europa;Rumanía;1293,0;9956,0;7,7
2023;2;Málaga;Europa;Rusia;965,0;10519,0;10,9
2023;2;Málaga;Europa;Serbia;217,0;1128,0;5,2
2023;2;Málaga;Europa;Suecia;14477,0;124502,0;8,6
2023;2;Málaga;Europa;Suiza;6032,0;42827,0;7,1
2023;2;Málaga;Europa;Turquía;312,0;1498,0;4,8
2023;2;Málaga;Oceanía;Australia;107,0;899,0;8,4
2023;2;Málaga;Total;Total;270944,0;2167403,0;8,0
2023;2;Málaga;Total;Total América;13098,0;103981,0;7,9
2023;2;Málaga;Total;Total América del Norte;9544,0;71302,0;7,5
2023;2;Málaga;Total;Total Asia;4320,0;28358,0;6,6
2023;2;Málaga;Total;Total Centroamérica y Caribe;178,0;1560,0;8,8
2023;2;Málaga;Total;Total Europa;246387,0;1999038,0;8,1
2023;2;Málaga;Total;Total Oceanía;133,0;1115,0;8,4
2023;2;Málaga;Total;Total Sudamérica;3376,0;31119,0;9,2
2023;2;Málaga;Total;Total África;7006,0;34911,0;5,0
2023;2;Málaga;África;Argelia;96,0;643,0;6,7
2023;2;Málaga;África;Egipto;104,0;541,0;5,2
2023;2;Málaga;África;Ghana;46,0;308,0;6,7
2023;2;Málaga;África;Kenia;32,0;179,0;5,6
2023;2;Málaga;África;Marruecos;6401,0;31365,0;4,9
2023;2;Málaga;África;Nigeria;97,0;534,0;5,5
2023;2;Málaga;África;Senegal;61,0;268,0;4,4
2023;2;Málaga;África;Sudáfrica;31,0;174,0;5,6
2023;2;Málaga;África;Túnez;48,0;254,0;5,3
2023;3;Málaga;América;Argentina;1860,0;18042,0;9,7
2023;3;Málaga;América;Brasil;685,0;5069,0;7,4
2023;3;Málaga;América;Canadá;8446,0;76014,0;9,0
2023;3;Málaga;América;Chile;160,0;1312,0;8,2
2023;3;Málaga;América;Colombia;838,0;9134,0;10,9
2023;3;Málaga;América;Costa Rica;31,0;291,0;9,4
2023;3;Málaga;América;Ecuador;81,0;794,0;9,8
2023;3;Málaga;América;Estados Unidos de América;9629,0;71255,0;7,4
2023;3;Málaga;América;Honduras;41,0;258,0;6,3
2023;3;Málaga;América;México;818,0;5399,0;6,6
2023;3;Málaga;América;Nicaragua;36,0;284,0;7,9
2023;3;Málaga;América;Panamá;33,0;261,0;7,9
2023;3;Málaga;América;Paraguay;433,0;3377,0;7,8
2023;3;Málaga;América;Perú;179,0;1808,0;10,1
2023;3;Málaga;América;Uruguay;57,0;473,0;8,3
2023;3;Málaga;América;Venezuela;97,0;1368,0;14,1
2023;3;Málaga;Asia;Arabia Saudí;428,0;2953,0;6,9
2023;3;Málaga;Asia;Bahréin;32,0;182,0;5,7
2023;3;Málaga;Asia;China;807,0;5972,0;7,4
2023;3;Málaga;Asia;Corea;504,0;2873,0;5,7
2023;3;Málaga;Asia;Emiratos Árabes Unidos;501,0;3407,0;6,8
2023;3;Málaga;Asia;Filipinas;431,0;1983,0;4,6
2023;3;Málaga;Asia;India;468,0;2434,0;5,2
2023;3;Málaga;Asia;Indonesia;177,0;920,0;5,2
2023;3;Málaga;Asia;Iraq;38,0;213,0;5,6
2023;3;Málaga;Asia;Irán;216,0;2030,0;9,4
2023;3;Málaga;Asia;Israel;259,0;1813,0;7,0
2023;3;Málaga;Asia;Japón;183,0;1391,0;7,6
2023;3;Málaga;Asia;Jordania;34,0;187,0;5,5
2023;3;Málaga;Asia;Kazajstán;117,0;1322,0;11,3
2023;3;Málaga;Asia;Kuwait;146,0;1402,0;9,6
2023;3;Málaga;Asia;Líbano;59,0;448,0;7,6
2023;3;Málaga;Asia;Malasia;58,0;313,0;5,4
2023;3;Málaga;Asia;Otros países de Asia;46,0;253,0;5,5
2023;3;Málaga;Asia;Pakistán;31,0;248,0;8,0
2023;3;Málaga;Asia;Qatar;106,0;742,0;7,0
2023;3;Málaga;Asia;Singapur;134,0;1045,0;7,8
2023;3;Málaga;Asia;Tailandia;248,0;843,0;3,4
2023;3;Málaga;Asia;Vietnam;35,0;235,0;6,7
2023;3;Málaga;Europa;Albania;53,0;419,0;7,9
2023;3;Málaga;Europa;Alemania;25635,0;266604,0;10,4
2023;3;Málaga;Europa;Andorra;62,0;446,0;7,2
2023;3;Málaga;Europa;Armenia;36,0;266,0;7,4
2023;3;Málaga;Europa;Austria;4050,0;35640,0;8,8
2023;3;Málaga;Europa;Belarús;217,0;1714,0;7,9
2023;3;Málaga;Europa;Bosnia y Herzegovina;66,0;343,0;5,2
